#SampleID	anonymized_name	collection_timestamp	contributor	country	depth	description	dna_extracted	elevation	emp_status	env_biome	env_feature	env_material	env_package	geo_loc_name	host_common_name	host_scientific_name	host_status	host_subject_id	host_taxid	lane	latitude	life_stage	longitude	name_in_metadata	notes	observations	old_title	ph	physical_specimen_location	physical_specimen_remaining	preprocessing_of_the_sponge_tissue	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	salinity_ppt	sample_type	sampling_site	scientific_name	scientific_order	study_id	taxon_id	title	water_temperature_degrees_c
10793.Webster.3.E10.246.1181741	Webster.3.E10.246.1181741	4/21/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.E10.246	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.E10.246	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.E6.242.1181596	Webster.3.E6.242.1181596	4/23/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.E6.242	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.E6.242	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.4.F5.347.1181290	Webster.4.F5.347.1181290	1/15/13	Webster	Australia	12	Rhopaloeides odorabile	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Healthy	Webster.4.F5.347	476028.0	EMP_Thomas_sponges_16S_L008	-15.3363	Adult	123.5129	Webster.4.F5.347	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Kimberley, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.4.H7.373.1181193	Webster.4.H7.373.1181193	11/4/12	Webster	Papua New Guinea	5	Cinachyra sp. Control Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Cinachyra sp.	Cinachyrella alloclada	Healthy	Webster.4.H7.373	666329.0	EMP_Thomas_sponges_16S_L008	-18.68543	Adult	146.51218	Webster.4.H7.373	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.4
10793.Webster.5.B8.396.1181623	Webster.5.B8.396.1181623	4/18/07	Webster	Australia	19	Iotrochota sp.	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Iotrochota sp.	Iotrochota sp.	Healthy	Webster.5.B8.396	283496.0	EMP_Thomas_sponges_16S_L008	-18.560283	Larvae	146.484617	Webster.5.B8.396	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	C.matthewsii larvae Copper Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.B4.204.1181993	Webster.3.B4.204.1181993	4/9/12	Webster	Taiwan	10	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Taiwan	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.B4.204	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.B4.204	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.H4.276.1181605	Webster.3.H4.276.1181605	10/15/11	Webster	Australia	0	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.H4.276	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.3.H4.276	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.1.D6.42.1182310	Webster.1.D6.42.1182310	9/25/12	Webster	Australia	12	I. basta	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Ianthella basta	Ianthella basta	Healthy	Webster.1.D6.42	375146.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.D6.42			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Free-living	Saline	Water (saline)	10793	Missing: Not provided	seawater	Spain	marine metagenome	Not applicable	1740	408172	SpongeMicrobiome Project	13.7
10793.Webster.4.F9.351.1181673	Webster.4.F9.351.1181673	1/15/13	Webster	Australia	12	Rhopaloeides odorabile	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Healthy	Webster.4.F9.351	476028.0	EMP_Thomas_sponges_16S_L008	-15.33242	Adult	124.243	Webster.4.F9.351	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Kimberley, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.1.B8.20.1181164	Webster.1.B8.20.1181164	6/15/08	Webster	Australia	15	Ianthella basta (H)	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Ianthella basta	Ianthella basta	Healthy	Webster.1.B8.20	375146.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.B8.20			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	16.3
10793.Webster.4.F1.343.1181669	Webster.4.F1.343.1181669	1/4/11	Webster	Australia	Missing:not provided	Coscinoderma larvae 128	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.F1.343	1162776.0	EMP_Thomas_sponges_16S_L008	-15.33228	Adult	124.105	Webster.4.F1.343	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Kimberley, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.5.A3.379.1181559	Webster.5.A3.379.1181559	5/21/09	Webster	Australia	12	Iotrochota sp.	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Iotrochota sp.	Iotrochota sp.	Healthy	Webster.5.A3.379	283496.0	EMP_Thomas_sponges_16S_L008	-18.68543	Adult	146.51218	Webster.5.A3.379	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.4
10793.Webster.4.F4.346.1181384	Webster.4.F4.346.1181384	1/7/11	Webster	Australia	Missing:not provided	Coscinoderma larvae 256	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.F4.346	1162776.0	EMP_Thomas_sponges_16S_L008	-20.4295	Adult	116.878	Webster.4.F4.346	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Dampier, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.5.A9.385.1181640	Webster.5.A9.385.1181640	12/8/08	Webster	Australia	12	Halichondria phakellioides	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Halichondria phakellioides	Halichondria phakellioides	Healthy	Webster.5.A9.385	85780.0	EMP_Thomas_sponges_16S_L008	-18.68543	Larvae	146.51218	Webster.5.A9.385	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.5.D9.421.1182111	Webster.5.D9.421.1182111	7/23/12	Webster	Australia	1	Suberites diversicolour	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Suberites diversicolour	Suberites diversicolor	Healthy	Webster.5.D9.421	703610.0	EMP_Thomas_sponges_16S_L008	-18.560283	Larvae	146.484617	Webster.5.D9.421	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	C.matthewsii larvae Copper Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.4.H2.368.1181802	Webster.4.H2.368.1181802	11/4/12	Webster	Papua New Guinea	5	Coelocarteria singaporensis Control Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Coelocarteria singaporensis	Coelocarteria singaporensis	Healthy	Webster.4.H2.368	281036.0	EMP_Thomas_sponges_16S_L008	-9.75403	Adult	143.41833	Webster.4.H2.368	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Torres Strait	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	27.6
10793.Webster.4.H6.372.1182227	Webster.4.H6.372.1182227	11/4/12	Webster	Papua New Guinea	5	Cinachyra sp. Control Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Cinachyra sp.	Cinachyrella alloclada	Healthy	Webster.4.H6.372	666329.0	EMP_Thomas_sponges_16S_L008	-18.68543	Adult	146.51218	Webster.4.H6.372	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.4
10793.Webster.3.H8.280.1181902	Webster.3.H8.280.1181902	10/20/11	Webster	Australia	13	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.H8.280	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.3.H8.280	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.4.A5.287.1181509	Webster.4.A5.287.1181509	6/27/84	Webster	Australia	22	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.4.A5.287	593584.0	EMP_Thomas_sponges_16S_L008	-18.81707	Adult	147.63232	Webster.4.A5.287	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	23.3
10793.Webster.3.G3.263.1181446	Webster.3.G3.263.1181446	10/23/11	Webster	Australia	0	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.G3.263	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.3.G3.263	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.2.D8.137.1181526	Webster.2.D8.137.1181526	1/14/12	Webster	Australia	1	Rhopaloeides oil 1.6% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.D8.137	476028.0	EMP_Thomas_sponges_16S_L008	-18.82257	Adult	147.63755	Webster.2.D8.137	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	23.5
10793.Webster.3.H7.279.1181286	Webster.3.H7.279.1181286	9/3/99	Webster	Australia	9	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.H7.279	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.3.H7.279	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.4.B3.297.1182075	Webster.4.B3.297.1182075	12/16/12	Webster	Australia	5	Blue Haliclona	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Blue Haliclona	Haliclona sp.	Healthy	Webster.4.B3.297	6057.0	EMP_Thomas_sponges_16S_L008	-18.81707	Adult	147.63232	Webster.4.B3.297	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	23.3
10793.Webster.5.A6.382.1181163	Webster.5.A6.382.1181163	5/21/09	Webster	Australia	10	Spheciospongia vagabunda	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Spheciospongia vagabunda	Spheciospongia vagabunda	Healthy	Webster.5.A6.382	237083.0	EMP_Thomas_sponges_16S_L008	-18.68543	Larvae	146.51218	Webster.5.A6.382	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.1.G3.75.1182290	Webster.1.G3.75.1182290	7/1/10	Webster	Australia	8	Stylissa 445 (phakellia)	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Stylissa sp.	Stylissa sp.	Healthy	Webster.1.G3.75	237127.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.G3.75			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Free-living	Saline	Water (saline)	10793	Missing: Not provided	seawater	Spain	marine metagenome	Not applicable	1740	408172	SpongeMicrobiome Project	14.2
